name,type,count,shape0,shape1,shape2,mean0,mean1,mean2
1.2.826.0.1.3680043.5671.npz,C5,47299,39.0,85.0,106.0,111.5,108.5,132.0
1.2.826.0.1.3680043.5671.npz,C6,51228,32.0,98.0,107.0,95.0,113.0,131.5
1.2.826.0.1.3680043.5671.npz,C7,55378,33.0,109.0,126.0,74.5,124.5,131.0
1.2.826.0.1.3680043.16707.npz,C1,47111,36.0,74.0,111.0,192.0,120.0,122.5
1.2.826.0.1.3680043.16707.npz,C2,53064,53.0,79.0,84.0,177.5,131.5,131.0
1.2.826.0.1.3680043.16707.npz,C3,31047,37.0,68.0,86.0,151.5,129.0,136.0
1.2.826.0.1.3680043.16707.npz,C4,26036,31.0,66.0,86.0,135.5,127.0,140.0
1.2.826.0.1.3680043.16707.npz,C5,34730,51.0,75.0,94.0,124.5,135.5,144.0
1.2.826.0.1.3680043.16707.npz,C6,37880,43.0,88.0,95.0,99.5,152.0,147.5
1.2.826.0.1.3680043.16707.npz,C7,40570,44.0,94.0,100.0,83.0,168.0,148.0
1.2.826.0.1.3680043.11121.npz,C1,3542,23.0,52.0,60.0,201.5,94.0,94.0
1.2.826.0.1.3680043.11121.npz,C2,2543,34.0,25.0,41.0,183.0,97.5,93.5
1.2.826.0.1.3680043.11121.npz,C3,3132,20.0,42.0,40.0,182.0,105.0,100.0
1.2.826.0.1.3680043.11121.npz,C4,12335,60.0,53.0,54.0,170.0,123.5,109.0
1.2.826.0.1.3680043.11121.npz,C5,27364,63.0,63.0,73.0,153.5,131.5,119.5
1.2.826.0.1.3680043.11121.npz,C6,19801,54.0,68.0,68.0,131.0,154.0,130.0
1.2.826.0.1.3680043.11121.npz,C7,18780,37.0,67.0,71.0,110.5,167.5,136.5
1.2.826.0.1.3680043.21554.npz,C1,62517,36.0,83.0,137.0,193.0,60.5,126.5
1.2.826.0.1.3680043.21554.npz,C2,81046,68.0,97.0,97.0,177.0,75.5,127.5
1.2.826.0.1.3680043.21554.npz,C3,48518,38.0,80.0,101.0,142.0,70.0,126.5
1.2.826.0.1.3680043.21554.npz,C4,50989,43.0,92.0,96.0,120.5,73.0,125.0
1.2.826.0.1.3680043.21554.npz,C5,59625,49.0,102.0,99.0,96.5,78.0,125.5
1.2.826.0.1.3680043.21554.npz,C6,62323,50.0,116.0,97.0,75.0,97.0,126.5
1.2.826.0.1.3680043.21554.npz,C7,67465,46.0,118.0,116.0,59.0,108.0,128.0
1.2.826.0.1.3680043.4075.npz,C1,7158,37.0,35.0,75.0,150.5,144.5,137.5
1.2.826.0.1.3680043.4075.npz,C2,10044,49.0,45.0,45.0,140.5,146.5,135.5
1.2.826.0.1.3680043.4075.npz,C3,4772,27.0,33.0,47.0,120.5,139.5,135.5
1.2.826.0.1.3680043.4075.npz,C4,2580,15.0,19.0,50.0,112.5,131.5,135.0
1.2.826.0.1.3680043.4075.npz,C5,7062,19.0,40.0,56.0,98.5,142.0,135.0
1.2.826.0.1.3680043.4075.npz,C6,7946,20.0,46.0,54.0,85.0,146.0,135.0
1.2.826.0.1.3680043.4075.npz,C7,9312,23.0,52.0,58.0,70.5,156.0,135.0
1.2.826.0.1.3680043.28304.npz,C1,30025,34.0,55.0,97.0,226.0,137.5,130.5
1.2.826.0.1.3680043.28304.npz,C2,36226,64.0,65.0,72.0,208.0,139.5,130.0
1.2.826.0.1.3680043.28304.npz,C3,24616,29.0,60.0,67.0,175.5,135.0,130.5
1.2.826.0.1.3680043.28304.npz,C4,27185,34.0,61.0,71.0,153.0,133.5,130.5
1.2.826.0.1.3680043.28304.npz,C5,27145,36.0,64.0,71.0,132.0,136.0,130.5
1.2.826.0.1.3680043.28304.npz,C6,27395,36.0,72.0,76.0,110.0,143.0,134.0
1.2.826.0.1.3680043.28304.npz,C7,39175,42.0,81.0,104.0,91.0,152.5,130.0
1.2.826.0.1.3680043.8968.npz,C1,42918,29.0,79.0,123.0,198.5,79.5,130.5
1.2.826.0.1.3680043.8968.npz,C2,59546,52.0,83.0,98.0,184.0,92.5,128.0
1.2.826.0.1.3680043.8968.npz,C3,37908,30.0,73.0,87.0,150.0,97.5,127.5
1.2.826.0.1.3680043.8968.npz,C4,39095,33.0,76.0,96.0,127.5,106.0,130.0
1.2.826.0.1.3680043.8968.npz,C5,40230,44.0,87.0,96.0,100.0,117.5,132.0
1.2.826.0.1.3680043.8968.npz,C6,42322,36.0,82.0,95.0,83.0,120.0,130.5
1.2.826.0.1.3680043.8968.npz,C7,54144,40.0,97.0,116.0,60.0,133.5,131.0
1.2.826.0.1.3680043.32151.npz,C1,29690,26.0,71.0,115.0,183.0,69.5,123.5
1.2.826.0.1.3680043.32151.npz,C2,43758,50.0,68.0,84.0,171.0,78.0,123.0
1.2.826.0.1.3680043.32151.npz,C3,27640,30.0,63.0,85.0,143.0,81.5,124.5
1.2.826.0.1.3680043.32151.npz,C4,30244,33.0,66.0,86.0,125.5,88.0,125.0
1.2.826.0.1.3680043.32151.npz,C5,31173,31.0,75.0,85.0,108.5,95.5,126.5
1.2.826.0.1.3680043.32151.npz,C6,31522,34.0,68.0,81.0,90.0,93.0,127.5
1.2.826.0.1.3680043.32151.npz,C7,33797,37.0,86.0,92.0,71.5,109.0,127.0
1.2.826.0.1.3680043.9488.npz,C1,41526,27.0,71.0,132.0,178.5,113.5,124.0
1.2.826.0.1.3680043.9488.npz,C2,49936,52.0,81.0,90.0,163.0,123.5,122.0
1.2.826.0.1.3680043.9488.npz,C3,30403,31.0,70.0,89.0,134.5,121.0,124.5
1.2.826.0.1.3680043.9488.npz,C4,32190,34.0,72.0,97.0,114.0,126.0,126.5
1.2.826.0.1.3680043.9488.npz,C5,35106,36.0,85.0,102.0,94.0,138.5,127.0
1.2.826.0.1.3680043.9488.npz,C6,34896,36.0,89.0,97.0,75.0,148.5,129.5
1.2.826.0.1.3680043.9488.npz,C7,41561,39.0,112.0,102.0,56.5,170.0,127.0
1.2.826.0.1.3680043.31409.npz,C1,54103,29.0,94.0,135.0,185.5,87.0,111.5
1.2.826.0.1.3680043.31409.npz,C2,64045,48.0,89.0,96.0,169.0,98.5,114.0
1.2.826.0.1.3680043.31409.npz,C3,43881,27.0,84.0,94.0,138.5,104.0,116.0
1.2.826.0.1.3680043.31409.npz,C4,44631,29.0,84.0,98.0,118.5,111.0,119.0
1.2.826.0.1.3680043.31409.npz,C5,47465,29.0,91.0,104.0,97.5,119.5,120.0
1.2.826.0.1.3680043.31409.npz,C6,50852,30.0,100.0,104.0,77.0,125.0,124.0
1.2.826.0.1.3680043.31409.npz,C7,60899,38.0,112.0,116.0,56.0,135.0,123.0
1.2.826.0.1.3680043.6402.npz,C1,28366,33.0,61.0,107.0,177.5,120.5,131.5
1.2.826.0.1.3680043.6402.npz,C2,40670,50.0,69.0,73.0,164.0,133.5,126.5
1.2.826.0.1.3680043.6402.npz,C3,25081,32.0,61.0,74.0,135.0,134.5,122.0
1.2.826.0.1.3680043.6402.npz,C4,24086,30.0,62.0,76.0,115.0,140.0,119.0
1.2.826.0.1.3680043.6402.npz,C5,24343,28.0,62.0,76.0,95.0,142.0,117.0
1.2.826.0.1.3680043.6402.npz,C6,26766,29.0,75.0,78.0,74.5,149.5,116.0
1.2.826.0.1.3680043.6402.npz,C7,30019,30.0,81.0,101.0,53.0,154.5,113.5
1.2.826.0.1.3680043.6077.npz,C1,26061,27.0,62.0,109.0,190.5,121.0,139.5
1.2.826.0.1.3680043.6077.npz,C2,34826,44.0,71.0,76.0,176.0,132.5,137.0
1.2.826.0.1.3680043.6077.npz,C3,22912,31.0,63.0,73.0,148.5,132.5,133.5
1.2.826.0.1.3680043.6077.npz,C4,23416,32.0,63.0,79.0,128.0,129.5,128.5
1.2.826.0.1.3680043.6077.npz,C5,25880,29.0,69.0,82.0,108.5,127.5,127.0
1.2.826.0.1.3680043.6077.npz,C6,26319,25.0,76.0,84.0,92.5,127.0,127.0
1.2.826.0.1.3680043.6077.npz,C7,32538,32.0,92.0,96.0,73.0,140.0,127.0
1.2.826.0.1.3680043.15542.npz,C1,62994,33.0,89.0,160.0,213.5,77.5,129.0
1.2.826.0.1.3680043.15542.npz,C2,77146,62.0,102.0,116.0,194.0,86.0,130.0
1.2.826.0.1.3680043.15542.npz,C3,48323,31.0,79.0,106.0,164.5,79.5,130.0
1.2.826.0.1.3680043.15542.npz,C4,51840,34.0,86.0,111.0,143.0,87.0,130.5
1.2.826.0.1.3680043.15542.npz,C5,54483,38.0,88.0,121.0,120.0,91.0,131.5
1.2.826.0.1.3680043.15542.npz,C6,55546,37.0,100.0,122.0,100.5,100.0,126.0
1.2.826.0.1.3680043.15542.npz,C7,70524,40.0,127.0,141.0,78.0,117.5,120.5
1.2.826.0.1.3680043.24615.npz,C1,61049,38.0,78.0,139.0,218.0,99.0,124.5
1.2.826.0.1.3680043.24615.npz,C2,64680,74.0,92.0,101.0,196.0,99.0,121.5
1.2.826.0.1.3680043.24615.npz,C3,42474,48.0,80.0,96.0,161.0,92.0,121.0
1.2.826.0.1.3680043.24615.npz,C4,48356,50.0,79.0,96.0,139.0,91.5,120.0
1.2.826.0.1.3680043.24615.npz,C5,34338,33.0,80.0,101.0,127.5,93.0,118.5
1.2.826.0.1.3680043.24615.npz,C6,46971,34.0,93.0,106.0,106.0,96.5,116.0
1.2.826.0.1.3680043.24615.npz,C7,57303,38.0,130.0,132.0,84.0,124.0,114.0
1.2.826.0.1.3680043.3020.npz,C1,9897,34.0,33.0,58.0,192.0,130.5,132.0
1.2.826.0.1.3680043.3020.npz,C2,12457,45.0,39.0,42.0,173.5,135.5,132.0
1.2.826.0.1.3680043.3020.npz,C3,6190,27.0,33.0,38.0,142.5,134.5,132.0
1.2.826.0.1.3680043.3020.npz,C4,9682,42.0,33.0,41.0,120.0,135.5,131.5
1.2.826.0.1.3680043.3020.npz,C5,9259,54.0,36.0,44.0,104.0,138.0,131.0
1.2.826.0.1.3680043.3020.npz,C6,7551,34.0,42.0,40.0,75.0,144.0,128.0
1.2.826.0.1.3680043.3020.npz,C7,6489,32.0,47.0,44.0,52.0,151.5,131.0
1.2.826.0.1.3680043.15113.npz,C1,29157,53.0,114.0,172.0,151.5,83.0,133.0
1.2.826.0.1.3680043.15113.npz,C2,76423,57.0,115.0,124.0,134.5,76.5,125.0
1.2.826.0.1.3680043.15113.npz,C3,55104,29.0,86.0,122.0,118.5,59.0,126.0
1.2.826.0.1.3680043.15113.npz,C4,58324,31.0,97.0,120.0,101.5,61.5,129.0
1.2.826.0.1.3680043.15113.npz,C5,66016,33.0,101.0,133.0,83.5,63.5,129.5
1.2.826.0.1.3680043.15113.npz,C6,83091,41.0,121.0,138.0,64.5,78.5,132.0
1.2.826.0.1.3680043.15113.npz,C7,98730,48.0,135.0,159.0,45.0,95.5,133.5
1.2.826.0.1.3680043.29747.npz,C1,32237,28.0,71.0,118.0,218.0,82.5,136.0
1.2.826.0.1.3680043.29747.npz,C2,42662,50.0,77.0,90.0,202.0,79.5,140.0
1.2.826.0.1.3680043.29747.npz,C3,28061,27.0,69.0,89.0,176.5,73.5,140.5
1.2.826.0.1.3680043.29747.npz,C4,26717,38.0,70.0,89.0,153.0,72.0,142.5
1.2.826.0.1.3680043.29747.npz,C5,31682,40.0,71.0,92.0,136.0,73.5,143.0
1.2.826.0.1.3680043.29747.npz,C6,35291,42.0,99.0,89.0,120.0,87.5,142.5
1.2.826.0.1.3680043.29747.npz,C7,25713,37.0,101.0,108.0,107.5,100.5,139.0
1.2.826.0.1.3680043.17523.npz,C1,38171,35.0,70.0,121.0,182.5,107.0,140.5
1.2.826.0.1.3680043.17523.npz,C2,49461,51.0,82.0,92.0,167.5,112.0,135.0
1.2.826.0.1.3680043.17523.npz,C3,32124,35.0,71.0,90.0,141.5,103.5,130.0
1.2.826.0.1.3680043.17523.npz,C4,33089,34.0,75.0,92.0,124.0,101.5,125.0
1.2.826.0.1.3680043.17523.npz,C5,38608,55.0,82.0,92.0,94.5,105.0,121.0
1.2.826.0.1.3680043.17523.npz,C6,39150,36.0,100.0,100.0,84.0,113.0,119.0
1.2.826.0.1.3680043.17523.npz,C7,44348,35.0,100.0,111.0,63.5,120.0,114.5
1.2.826.0.1.3680043.29258.npz,C1,88690,38.0,100.0,176.0,213.0,89.0,135.0
1.2.826.0.1.3680043.29258.npz,C2,116809,66.0,108.0,114.0,198.0,101.0,132.0
1.2.826.0.1.3680043.29258.npz,C3,71226,45.0,90.0,112.0,159.5,101.0,129.0
1.2.826.0.1.3680043.29258.npz,C4,67400,43.0,95.0,115.0,135.5,104.5,129.5
1.2.826.0.1.3680043.29258.npz,C5,85018,59.0,100.0,126.0,113.5,109.0,126.0
1.2.826.0.1.3680043.29258.npz,C6,84648,51.0,114.0,128.0,87.5,123.0,124.0
1.2.826.0.1.3680043.29258.npz,C7,98927,54.0,129.0,152.0,62.0,144.5,116.0
1.2.826.0.1.3680043.22050.npz,C1,15412,24.0,45.0,80.0,190.0,89.5,132.0
1.2.826.0.1.3680043.22050.npz,C2,18698,46.0,51.0,55.0,176.0,97.5,131.5
1.2.826.0.1.3680043.22050.npz,C3,12083,25.0,46.0,52.0,144.5,97.0,131.0
1.2.826.0.1.3680043.22050.npz,C4,11683,25.0,42.0,51.0,124.5,96.0,129.5
1.2.826.0.1.3680043.22050.npz,C5,12728,28.0,44.0,56.0,105.0,99.0,131.0
1.2.826.0.1.3680043.22050.npz,C6,13357,32.0,49.0,58.0,85.0,103.5,129.0
1.2.826.0.1.3680043.22050.npz,C7,15973,37.0,67.0,63.0,67.5,119.5,130.5
1.2.826.0.1.3680043.22643.npz,C1,43174,41.0,76.0,123.0,208.5,79.0,126.5
1.2.826.0.1.3680043.22643.npz,C2,48035,64.0,77.0,86.0,191.0,75.5,125.0
1.2.826.0.1.3680043.22643.npz,C3,28433,54.0,66.0,77.0,151.0,63.0,126.5
1.2.826.0.1.3680043.22643.npz,C4,27232,37.0,61.0,77.0,136.5,61.5,130.5
1.2.826.0.1.3680043.22643.npz,C5,27883,33.0,71.0,85.0,116.5,64.5,128.5
1.2.826.0.1.3680043.22643.npz,C6,37591,36.0,91.0,89.0,93.0,73.5,130.5
1.2.826.0.1.3680043.22643.npz,C7,44607,39.0,93.0,103.0,69.5,82.5,132.5
1.2.826.0.1.3680043.8674.npz,C1,35499,40.0,66.0,109.0,190.0,126.0,120.5
1.2.826.0.1.3680043.8674.npz,C2,40318,62.0,69.0,78.0,172.0,115.5,120.0
1.2.826.0.1.3680043.8674.npz,C3,24230,35.0,62.0,80.0,152.5,104.0,120.0
1.2.826.0.1.3680043.8674.npz,C4,26876,33.0,67.0,86.0,138.5,104.5,120.0
1.2.826.0.1.3680043.8674.npz,C5,29279,33.0,70.0,82.0,118.5,106.0,118.0
1.2.826.0.1.3680043.8674.npz,C6,35149,34.0,79.0,90.0,101.0,115.5,117.0
1.2.826.0.1.3680043.8674.npz,C7,44615,35.0,97.0,111.0,83.5,130.5,115.5
1.2.826.0.1.3680043.15084.npz,C1,32044,33.0,67.0,122.0,178.5,126.5,126.0
1.2.826.0.1.3680043.15084.npz,C2,45436,55.0,73.0,84.0,160.5,131.5,132.0
1.2.826.0.1.3680043.15084.npz,C3,28024,38.0,60.0,83.0,135.0,128.0,134.5
1.2.826.0.1.3680043.15084.npz,C4,30178,40.0,65.0,83.0,119.0,127.5,141.5
1.2.826.0.1.3680043.15084.npz,C5,30476,51.0,70.0,81.0,93.5,126.0,148.5
1.2.826.0.1.3680043.15084.npz,C6,30996,33.0,87.0,85.0,84.5,135.5,152.5
1.2.826.0.1.3680043.15084.npz,C7,39677,36.0,103.0,105.0,67.0,149.5,154.5
1.2.826.0.1.3680043.23216.npz,C1,59426,41.0,77.0,149.0,192.5,109.5,126.5
1.2.826.0.1.3680043.23216.npz,C2,82224,63.0,99.0,114.0,175.5,110.5,126.0
1.2.826.0.1.3680043.23216.npz,C3,55000,36.0,85.0,112.0,143.0,100.5,127.0
1.2.826.0.1.3680043.23216.npz,C4,56699,41.0,88.0,116.0,122.5,99.0,131.0
1.2.826.0.1.3680043.23216.npz,C5,58580,40.0,100.0,112.0,103.0,102.0,130.0
1.2.826.0.1.3680043.23216.npz,C6,55757,37.0,120.0,115.0,87.5,110.0,126.5
1.2.826.0.1.3680043.23216.npz,C7,66828,38.0,116.0,129.0,69.0,112.0,128.5
1.2.826.0.1.3680043.32426.npz,C1,44170,39.0,67.0,117.0,178.5,53.5,124.5
1.2.826.0.1.3680043.32426.npz,C2,62930,65.0,83.0,90.0,161.5,74.5,128.0
1.2.826.0.1.3680043.32426.npz,C3,15203,48.0,65.0,79.0,127.0,83.5,129.5
1.2.826.0.1.3680043.32426.npz,C4,30428,63.0,69.0,86.0,113.5,91.5,131.0
1.2.826.0.1.3680043.32426.npz,C5,70574,63.0,83.0,98.0,92.5,105.5,136.0
1.2.826.0.1.3680043.32426.npz,C6,52713,61.0,74.0,93.0,74.5,128.0,138.5
1.2.826.0.1.3680043.32426.npz,C7,41795,72.0,120.0,112.0,63.0,174.0,138.0
1.2.826.0.1.3680043.26077.npz,C1,24627,38.0,53.0,101.0,209.0,128.5,84.5
1.2.826.0.1.3680043.26077.npz,C2,29751,56.0,62.0,67.0,190.0,126.0,80.5
1.2.826.0.1.3680043.26077.npz,C3,17057,33.0,51.0,65.0,163.5,117.5,75.5
1.2.826.0.1.3680043.26077.npz,C4,18470,32.0,52.0,67.0,145.0,116.0,73.5
1.2.826.0.1.3680043.26077.npz,C5,19021,38.0,54.0,72.0,120.0,115.0,74.0
1.2.826.0.1.3680043.26077.npz,C6,21456,42.0,57.0,71.0,101.0,115.5,78.5
1.2.826.0.1.3680043.26077.npz,C7,15596,34.0,72.0,76.0,87.0,125.0,77.0
1.2.826.0.1.3680043.29213.npz,C1,36480,35.0,64.0,108.0,207.5,96.0,141.0
1.2.826.0.1.3680043.29213.npz,C2,45121,55.0,70.0,78.0,193.5,108.0,134.0
1.2.826.0.1.3680043.29213.npz,C3,26506,32.0,61.0,79.0,161.0,111.5,134.5
1.2.826.0.1.3680043.29213.npz,C4,28702,34.0,62.0,81.0,141.0,117.0,134.5
1.2.826.0.1.3680043.29213.npz,C5,31853,40.0,63.0,83.0,120.0,126.5,135.5
1.2.826.0.1.3680043.29213.npz,C6,36107,38.0,80.0,87.0,101.0,135.0,136.5
1.2.826.0.1.3680043.29213.npz,C7,42964,39.0,93.0,103.0,83.5,148.5,137.5
1.2.826.0.1.3680043.18968.npz,C1,33928,22.0,81.0,126.0,204.0,72.5,144.0
1.2.826.0.1.3680043.18968.npz,C2,43732,39.0,83.0,92.0,192.5,85.5,146.0
1.2.826.0.1.3680043.18968.npz,C3,29926,27.0,73.0,92.0,173.5,100.5,143.0
1.2.826.0.1.3680043.18968.npz,C4,32411,29.0,73.0,92.0,160.5,113.5,146.0
1.2.826.0.1.3680043.18968.npz,C5,36892,31.0,83.0,94.0,148.5,128.5,144.0
1.2.826.0.1.3680043.18968.npz,C6,38471,31.0,89.0,100.0,136.5,148.5,142.0
1.2.826.0.1.3680043.18968.npz,C7,45914,30.0,98.0,123.0,123.0,167.0,140.5
1.2.826.0.1.3680043.17553.npz,C1,25063,25.0,61.0,100.0,164.5,96.5,106.0
1.2.826.0.1.3680043.17553.npz,C2,33234,45.0,71.0,75.0,150.5,108.5,105.5
1.2.826.0.1.3680043.17553.npz,C3,20166,27.0,55.0,75.0,123.5,109.5,105.5
1.2.826.0.1.3680043.17553.npz,C4,20002,28.0,64.0,74.0,108.0,114.0,108.0
1.2.826.0.1.3680043.17553.npz,C5,20581,30.0,64.0,74.0,93.0,123.0,109.0
1.2.826.0.1.3680043.17553.npz,C6,21498,37.0,77.0,78.0,80.5,135.5,109.0
1.2.826.0.1.3680043.17553.npz,C7,28840,36.0,82.0,97.0,64.0,149.0,113.5
1.2.826.0.1.3680043.4869.npz,C1,73565,39.0,88.0,158.0,187.5,74.0,128.0
1.2.826.0.1.3680043.4869.npz,C2,105307,65.0,99.0,132.0,168.5,85.5,134.0
1.2.826.0.1.3680043.4869.npz,C3,61694,41.0,87.0,115.0,132.5,84.5,128.5
1.2.826.0.1.3680043.4869.npz,C4,76820,53.0,88.0,118.0,111.5,86.0,128.0
1.2.826.0.1.3680043.4869.npz,C5,76644,61.0,92.0,118.0,90.5,90.0,127.0
1.2.826.0.1.3680043.4869.npz,C6,75820,47.0,104.0,121.0,64.5,102.0,121.5
1.2.826.0.1.3680043.4869.npz,C7,96532,46.0,121.0,143.0,46.0,117.5,117.5
1.2.826.0.1.3680043.4216.npz,C1,15218,22.0,58.0,85.0,221.0,95.0,130.5
1.2.826.0.1.3680043.4216.npz,C2,22183,40.0,60.0,67.0,210.0,106.0,130.5
1.2.826.0.1.3680043.4216.npz,C3,16280,28.0,55.0,63.0,186.0,112.5,128.5
1.2.826.0.1.3680043.4216.npz,C4,15889,29.0,54.0,62.0,169.5,120.0,128.0
1.2.826.0.1.3680043.4216.npz,C5,16909,28.0,60.0,64.0,153.0,132.0,127.0
1.2.826.0.1.3680043.4216.npz,C6,19566,29.0,63.0,71.0,136.5,143.5,125.5
1.2.826.0.1.3680043.4216.npz,C7,22869,30.0,74.0,84.0,118.0,156.0,125.0
1.2.826.0.1.3680043.26979.npz,C1,45026,31.0,76.0,130.0,191.5,100.0,143.0
1.2.826.0.1.3680043.26979.npz,C2,64927,57.0,86.0,98.0,176.5,115.0,144.0
1.2.826.0.1.3680043.26979.npz,C3,42909,36.0,75.0,95.0,145.0,120.5,140.5
1.2.826.0.1.3680043.26979.npz,C4,42642,37.0,80.0,100.0,123.5,129.0,139.0
1.2.826.0.1.3680043.26979.npz,C5,49199,36.0,88.0,102.0,107.0,133.0,140.0
1.2.826.0.1.3680043.26979.npz,C6,58657,58.0,90.0,111.0,79.0,145.0,137.5
1.2.826.0.1.3680043.26979.npz,C7,40266,64.0,100.0,119.0,59.0,162.0,134.5
1.2.826.0.1.3680043.23325.npz,C1,31602,31.0,71.0,117.0,211.5,96.5,125.5
1.2.826.0.1.3680043.23325.npz,C2,43579,58.0,66.0,81.0,195.0,95.0,121.5
1.2.826.0.1.3680043.23325.npz,C3,30133,54.0,62.0,83.0,152.0,95.0,120.5
1.2.826.0.1.3680043.23325.npz,C4,31399,49.0,60.0,87.0,130.5,95.0,120.5
1.2.826.0.1.3680043.23325.npz,C5,27874,49.0,65.0,84.0,106.5,95.5,120.0
1.2.826.0.1.3680043.23325.npz,C6,31481,39.0,82.0,84.0,89.5,105.0,124.0
1.2.826.0.1.3680043.23325.npz,C7,35239,37.0,84.0,92.0,71.5,111.0,121.0
1.2.826.0.1.3680043.4215.npz,C1,7752,62.0,61.0,105.0,192.0,117.5,119.5
1.2.826.0.1.3680043.4215.npz,C2,32995,66.0,63.0,83.0,177.0,108.5,123.5
1.2.826.0.1.3680043.4215.npz,C3,33222,42.0,64.0,90.0,158.0,106.0,126.0
1.2.826.0.1.3680043.4215.npz,C4,34716,39.0,69.0,92.0,143.5,111.5,129.0
1.2.826.0.1.3680043.4215.npz,C5,39748,54.0,65.0,89.0,127.0,112.5,130.5
1.2.826.0.1.3680043.4215.npz,C6,38690,40.0,84.0,90.0,100.0,123.0,132.0
1.2.826.0.1.3680043.4215.npz,C7,50914,48.0,92.0,115.0,82.0,137.0,132.5
1.2.826.0.1.3680043.26034.npz,C1,27831,31.0,51.0,89.0,185.5,147.5,129.5
1.2.826.0.1.3680043.26034.npz,C2,29410,57.0,53.0,68.0,169.5,149.5,131.0
1.2.826.0.1.3680043.26034.npz,C3,16539,26.0,52.0,61.0,135.0,150.0,131.5
1.2.826.0.1.3680043.26034.npz,C4,20465,59.0,53.0,63.0,107.5,150.5,132.5
1.2.826.0.1.3680043.26034.npz,C5,19935,57.0,58.0,61.0,97.5,156.0,135.5
1.2.826.0.1.3680043.26034.npz,C6,23588,34.0,65.0,68.0,69.0,163.5,134.0
1.2.826.0.1.3680043.26034.npz,C7,26392,39.0,69.0,71.0,46.5,171.5,136.5
1.2.826.0.1.3680043.21651.npz,C1,19173,25.0,62.0,86.0,182.5,125.0,127.0
1.2.826.0.1.3680043.21651.npz,C2,25427,44.0,57.0,61.0,170.0,131.5,130.5
1.2.826.0.1.3680043.21651.npz,C3,18095,25.0,52.0,65.0,145.5,135.0,131.5
1.2.826.0.1.3680043.21651.npz,C4,16894,24.0,55.0,65.0,126.0,139.5,133.5
1.2.826.0.1.3680043.21651.npz,C5,17749,26.0,58.0,64.0,108.0,142.0,136.0
1.2.826.0.1.3680043.21651.npz,C6,18810,27.0,65.0,68.0,91.5,146.5,137.0
1.2.826.0.1.3680043.21651.npz,C7,22079,30.0,72.0,83.0,73.0,154.0,135.5
1.2.826.0.1.3680043.1334.npz,C1,32584,25.0,75.0,122.0,195.5,86.5,128.0
1.2.826.0.1.3680043.1334.npz,C2,42185,45.0,75.0,89.0,182.5,90.5,127.5
1.2.826.0.1.3680043.1334.npz,C3,26413,23.0,67.0,86.0,155.5,89.5,126.0
1.2.826.0.1.3680043.1334.npz,C4,26106,24.0,67.0,89.0,139.0,92.5,125.5
1.2.826.0.1.3680043.1334.npz,C5,28820,36.0,79.0,93.0,117.0,98.5,126.5
1.2.826.0.1.3680043.1334.npz,C6,31171,36.0,95.0,96.0,101.0,106.5,126.0
1.2.826.0.1.3680043.1334.npz,C7,42611,42.0,105.0,113.0,81.0,117.5,124.5
1.2.826.0.1.3680043.9054.npz,C1,84218,33.0,94.0,168.0,192.5,80.0,125.0
1.2.826.0.1.3680043.9054.npz,C2,107021,57.0,108.0,122.0,174.5,91.0,124.0
1.2.826.0.1.3680043.9054.npz,C3,68271,35.0,91.0,123.0,144.5,85.5,122.5
1.2.826.0.1.3680043.9054.npz,C4,74756,51.0,99.0,127.0,114.5,92.5,118.5
1.2.826.0.1.3680043.9054.npz,C5,66942,49.0,99.0,125.0,94.5,94.5,113.5
1.2.826.0.1.3680043.9054.npz,C6,78408,40.0,110.0,134.0,78.0,104.0,112.0
1.2.826.0.1.3680043.9054.npz,C7,98217,41.0,132.0,155.0,53.5,124.0,111.5
1.2.826.0.1.3680043.7792.npz,C1,15630,36.0,50.0,90.0,200.0,83.0,127.0
1.2.826.0.1.3680043.7792.npz,C2,18878,56.0,61.0,63.0,187.0,86.5,126.5
1.2.826.0.1.3680043.7792.npz,C3,11009,25.0,50.0,61.0,167.5,85.0,123.5
1.2.826.0.1.3680043.7792.npz,C4,9708,20.0,57.0,61.0,153.0,87.5,125.5
1.2.826.0.1.3680043.7792.npz,C5,11621,30.0,52.0,61.0,139.0,90.0,125.5
1.2.826.0.1.3680043.7792.npz,C6,14287,32.0,71.0,65.0,126.0,98.5,121.5
1.2.826.0.1.3680043.7792.npz,C7,16940,36.0,71.0,75.0,117.0,110.5,124.5
1.2.826.0.1.3680043.14704.npz,C1,76309,53.0,85.0,149.0,198.5,103.5,134.5
1.2.826.0.1.3680043.14704.npz,C2,95777,76.0,98.0,102.0,177.0,99.0,131.0
1.2.826.0.1.3680043.14704.npz,C3,61724,38.0,81.0,104.0,140.0,90.5,128.0
1.2.826.0.1.3680043.14704.npz,C4,65370,48.0,90.0,110.0,115.0,97.0,127.0
1.2.826.0.1.3680043.14704.npz,C5,75890,51.0,102.0,113.0,91.5,112.0,124.5
1.2.826.0.1.3680043.14704.npz,C6,71376,56.0,99.0,117.0,77.0,127.5,119.5
1.2.826.0.1.3680043.14704.npz,C7,64275,66.0,110.0,110.0,69.0,155.0,122.0
1.2.826.0.1.3680043.18077.npz,C1,32132,26.0,65.0,106.0,191.0,119.5,140.0
1.2.826.0.1.3680043.18077.npz,C2,41746,48.0,76.0,81.0,176.0,134.0,140.5
1.2.826.0.1.3680043.18077.npz,C3,25252,30.0,58.0,79.0,147.0,129.0,139.5
